new_sku,item_name,category,unit,cost,retail,qty,store_type,selected_old_sku,merged_old_skus,source_count,review_flag,conflicts
FGH-DRY-GOODS-116,MAYONNAISE 5L,DRY GOODS,pcs,1150.0,1150.0,995.0,foodstuffs,FG-374,FG-374,1,OK,
FGH-DRY-GOODS-117,MBUZI,DRY GOODS,kg,700.0,700.0,1000.0,foodstuffs,FG-149,FG-149,1,OK,
FGH-DRY-GOODS-118,MELONS,DRY GOODS,pcs,350.0,350.0,982.0,foodstuffs,FG-29,FG-29,1,OK,
FGH-DRY-GOODS-119,MFALME,DRY GOODS,pcs,758.0,758.0,1000.0,foodstuffs,FG-406,FG-406,1,OK,
FGH-DRY-GOODS-120,MILK PACKET,DRY GOODS,ctn,650.0,680.0,947.0,foodstuffs,FG-106,FG-106,1,OK,
FGH-DRY-GOODS-121,MILO SACHETS,DRY GOODS,pcs,20.0,20.0,997.0,foodstuffs,FG-13,FG-13,1,OK,
FGH-DRY-GOODS-122,MINCED MEAT,DRY GOODS,kg,680.0,680.0,1000.0,foodstuffs,FG-80,FG-80,1,OK,
FGH-DRY-GOODS-123,MINTS,DRY GOODS,pcs,130.0,204.0,1000.0,foodstuffs,FG-26,FG-26,1,OK,
FGH-DRY-GOODS-124,MIXED BLUT,DRY GOODS,pcs,550.0,0,1000.0,foodstuffs,FG-169-2,FG-169-2,1,OK,
FGH-DRY-GOODS-125,MIXED VEGES,DRY GOODS,pkt,180.0,180.0,980.0,foodstuffs,FG-17,FG-17,1,OK,
FGH-DRY-GOODS-126,MOPPERS,DRY GOODS,pcs,250.0,250.0,1000.0,foodstuffs,FG-388,FG-388,1,OK,
FGH-DRY-GOODS-127,MOZZARELLA CHEESE,DRY GOODS,pkt,1250.0,1250.0,1000.0,foodstuffs,FG-345,FG-345,1,OK,
FGH-DRY-GOODS-128,MULTIPURPOSE DETERGENT,DRY GOODS,L,50.0,50.0,600.0,foodstuffs,FG-188,FG-188,1,OK,
FGH-DRY-GOODS-129,MURSIK,DRY GOODS,L,80.0,80.0,1000.0,foodstuffs,FG-105,FG-105,1,OK,
FGH-DRY-GOODS-130,MUSHROOM CAN,DRY GOODS,pcs,560.0,560.0,1000.0,foodstuffs,FG-62,FG-62,1,OK,
FGH-DRY-GOODS-131,MUTTON,DRY GOODS,kg,680.0,680.0,1000.0,foodstuffs,FG-81,FG-81,1,OK,
FGH-DRY-GOODS-132,NDENGU,DRY GOODS,kg,50.0,50.0,1000.0,foodstuffs,FG-182,FG-182,1,OK,
FGH-DRY-GOODS-133,NDUMA,DRY GOODS,pcs,100.0,150.0,1000.0,foodstuffs,FG-36,FG-36,1,OK,
FGH-DRY-GOODS-134,NESCAFE,DRY GOODS,pcs,10.0,10.0,635.0,foodstuffs,FG-133,FG-133,1,OK,
FGH-DRY-GOODS-135,NOTEBOOKS,DRY GOODS,pcs,35.0,35.0,1000.0,foodstuffs,FG-184,FG-184,1,OK,
FGH-DRY-GOODS-136,ONIONS,DRY GOODS,kg,65.0,130.0,849.0,foodstuffs,FG-84,FG-84,1,OK,
FGH-DRY-GOODS-137,ORDINARY GLASSES,DRY GOODS,pcs,65.0,50.0,418.0,foodstuffs,FG-140,FG-140,1,OK,
FGH-DRY-GOODS-138,OREGANO,DRY GOODS,pcs,50.0,50.0,1000.0,foodstuffs,FG-55,FG-55,1,OK,
FGH-DRY-GOODS-139,PAPRIKA,DRY GOODS,pcs,190.0,195.0,999.0,foodstuffs,FG-50,FG-50,1,OK,
FGH-DRY-GOODS-140,PAWPAW,DRY GOODS,pcs,130.0,200.0,1000.0,foodstuffs,FG-31,FG-31,1,OK,
FGH-DRY-GOODS-141,PEAS,DRY GOODS,kg,70.0,70.0,1000.0,foodstuffs,FG-146,FG-146,1,OK,
FGH-DRY-GOODS-142,PEPPER,DRY GOODS,pcs,10.0,10.0,1000.0,foodstuffs,FG-180,FG-180,1,OK,
FGH-DRY-GOODS-143,PILAU MASALA,DRY GOODS,pcs,50.0,285.0,993.0,foodstuffs,FG-52,FG-52,1,OK,
FGH-DRY-GOODS-144,PILAU MASALA WHOLE,DRY GOODS,pcs,50.0,280.0,1000.0,foodstuffs,FG-53,FG-53,1,OK,
FGH-DRY-GOODS-145,PILIPILI,DRY GOODS,pcs,190.0,5.0,1000.0,foodstuffs,FG-154,FG-154,1,OK,
FGH-DRY-GOODS-146,PINEAPPLES,DRY GOODS,pcs,150.0,150.0,945.0,foodstuffs,FG-30,FG-30,1,OK,
FGH-DRY-GOODS-147,PORKCHOPS,DRY GOODS,pkt,1085.0,1085.0,1000.0,foodstuffs,FG-83,FG-83,1,OK,
FGH-DRY-GOODS-148,POTATOES,DRY GOODS,kg,50.0,55.0,0,foodstuffs,FG-86,FG-86,1,OK,
FGH-DRY-GOODS-149,PRESTIGE,DRY GOODS,pcs,363.0,370.0,987.0,foodstuffs,FG-373,FG-373,1,OK,
FGH-DRY-GOODS-150,PURE WIMBI,DRY GOODS,pkt,200.0,200.0,996.0,foodstuffs,FG-39,FG-39,1,OK,
FGH-DRY-GOODS-151,REAM,DRY GOODS,pcs,235.0,0,1000.0,foodstuffs,FG-401,FG-401,1,OK,
FGH-DRY-GOODS-152,ROSEMARY LEAVE,DRY GOODS,pcs,21.0,10.0,1000.0,foodstuffs,FG-384,FG-384,1,OK,
FGH-DRY-GOODS-153,ROUND SOAPS,DRY GOODS,pcs,460.0,21.0,1000.0,foodstuffs,FG-41,FG-41,1,OK,
FGH-DRY-GOODS-154,ROYCO CUBES,DRY GOODS,pcs,75.0,118.0,977.0,foodstuffs,FG-391,FG-391,1,OK,
FGH-DRY-GOODS-155,SACKS,DRY GOODS,pcs,460.0,50.0,1000.0,foodstuffs,FG-375,FG-375,1,OK,
FGH-DRY-GOODS-156,SALT PER 2KG,DRY GOODS,pkt,568.0,75.0,984.0,foodstuffs,FG-343,FG-343,1,OK,
FGH-DRY-GOODS-157,SALT SACHETS,DRY GOODS,pkt,60.0,460.0,990.0,foodstuffs,FG-73,FG-73,1,OK,
FGH-DRY-GOODS-158,SAUSAGES,DRY GOODS,pcs,160.0,568.0,855.0,foodstuffs,FG-16,FG-16,1,OK,
FGH-DRY-GOODS-159,SCRUBBERS,DRY GOODS,pcs,160.0,50.0,978.0,foodstuffs,FG-28,FG-28,1,OK,
FGH-DRY-GOODS-160,SELFRAISING,DRY GOODS,pkt,160.0,165.0,959.0,foodstuffs,FG-14,FG-14,1,OK,
FGH-DRY-GOODS-161,SERVIETTES,DRY GOODS,pcs,260.0,70.0,622.0,foodstuffs,FG-121,FG-121,1,OK,
FGH-DRY-GOODS-162,SHOWER GEL,DRY GOODS,pcs,130.0,18.0,1000.0,foodstuffs,FG-42,FG-42,1,OK,
FGH-DRY-GOODS-163,SIMPLEX TISSUE,DRY GOODS,pkt,25.0,25.0,940.0,foodstuffs,FG-382,FG-382,1,OK,
FGH-DRY-GOODS-164,SMOKIES,DRY GOODS,pcs,427.0,427.0,1000.0,foodstuffs,FG-78,FG-78,1,OK,
FGH-DRY-GOODS-165,SODA,DRY GOODS,ctn,780.0,780.0,1000.0,foodstuffs,FG-68,FG-68,1,OK,
FGH-DRY-GOODS-166,SODA TAKE AWAY,DRY GOODS,ctn,1480.0,1480.0,1000.0,foodstuffs,FG-173,FG-173,1,OK,
FGH-DRY-GOODS-167,SOUP SPOONS,DRY GOODS,pcs,100.0,100.0,1000.0,foodstuffs,FG-177,FG-177,1,OK,
FGH-DRY-GOODS-168,SPAGHETTI,DRY GOODS,pcs,250.0,115.0,1000.0,foodstuffs,FG-90,FG-90 | FGH-FOOD-SPAGHE-0001 | FG-414,3,MEDIUM,CATEGORY
FGH-DRY-GOODS-169,SPRING ONIONS,DRY GOODS,pkt,137.5,100.0,1000.0,foodstuffs,FG-161,FG-161,1,OK,
FGH-DRY-GOODS-170,STAPLE PINS,DRY GOODS,kg,150.0,150.0,1000.0,foodstuffs,FG-356,FG-356,1,OK,
FGH-DRY-GOODS-171,STEEL WOOL,DRY GOODS,pcs,150.0,20.0,994.0,foodstuffs,FG-27,FG-27,1,OK,
FGH-DRY-GOODS-172,STRAWBERRY ICECREAM,DRY GOODS,pkt,280.0,970.0,999.0,foodstuffs,FG-144,FG-144,1,OK,
FGH-DRY-GOODS-173,STRAWS,DRY GOODS,pkt,450.0,50.0,989.0,foodstuffs,FG-353,FG-353,1,OK,
FGH-DRY-GOODS-174,SUGAR KG,DRY GOODS,kg,950.0,128.0,941.0,foodstuffs,FG-1,FG-1,1,OK,
FGH-DRY-GOODS-175,SUGAR SACHETS,DRY GOODS,pkt,158.0,1500.0,986.0,foodstuffs,FG-74,FG-74,1,OK,
FGH-DRY-GOODS-176,SUKUMA WIKI,DRY GOODS,kg,100.0,100.0,1000.0,foodstuffs,FG-427,FG-103 | FG-427,2,MEDIUM,NAME ALIAS
FGH-DRY-GOODS-177,SWEET BANANA,DRY GOODS,pcs,10.0,15.0,1000.0,foodstuffs,FG-167,FG-167,1,OK,
FGH-DRY-GOODS-178,SWEET POTATOES,DRY GOODS,pcs,1500.0,50.0,995.0,foodstuffs,FG-347,FG-347,1,OK,
FGH-DRY-GOODS-179,T-BONE STEAK,DRY GOODS,pcs,50.0,2075.0,1000.0,foodstuffs,FG-174,FG-174,1,OK,
FGH-DRY-GOODS-180,TAKE AWAY FORKS,DRY GOODS,pcs,15.0,100.0,993.0,foodstuffs,FG-128,FG-128,1,OK,
FGH-DRY-GOODS-181,TAKE AWAY SPOONS,DRY GOODS,pcs,2075.0,100.0,995.0,foodstuffs,FG-372,FG-372,1,OK,
FGH-DRY-GOODS-182,TAKE AWAY TINS,DRY GOODS,pcs,100.0,115.0,926.0,foodstuffs,FG-21,FG-21,1,OK,
FGH-DRY-GOODS-183,TEA BAGS,DRY GOODS,pkt,115.0,300.0,998.0,foodstuffs,FG-75,FG-75,1,OK,
FGH-DRY-GOODS-184,TEA FLASK 1/2L,DRY GOODS,pcs,1500.0,750.0,1000.0,foodstuffs,FG-365,FG-365,1,OK,
FGH-DRY-GOODS-185,TEA FLASK 1L,DRY GOODS,pcs,300.0,1500.0,1000.0,foodstuffs,FG-364,FG-364,1,OK,
FGH-DRY-GOODS-186,TEA LEAVES,DRY GOODS,pcs,290.0,160.0,986.0,foodstuffs,FG-172,FG-172,1,OK,
FGH-DRY-GOODS-187,TEA MASALA,DRY GOODS,pcs,750.0,290.0,1000.0,foodstuffs,FG-65,FG-65,1,OK,
FGH-DRY-GOODS-188,THERMAL ROLLS,DRY GOODS,pcs,180.0,150.0,834.0,foodstuffs,FG-33,FG-33,1,OK,
FGH-DRY-GOODS-189,THUMB TACKS,DRY GOODS,pcs,150.0,100.0,1000.0,foodstuffs,FG-360,FG-360,1,OK,
FGH-DRY-GOODS-190,TOILET BALLS,DRY GOODS,pcs,100.0,125.0,978.0,foodstuffs,FG-120,FG-120,1,OK,
FGH-DRY-GOODS-191,TOMATO PASTE,DRY GOODS,pcs,125.0,370.0,970.0,foodstuffs,FG-11,FG-11,1,OK,
FGH-DRY-GOODS-192,TOMATO SAUCE,DRY GOODS,pcs,390.0,400.0,985.0,foodstuffs,FG-24,FG-24,1,OK,
FGH-DRY-GOODS-193,TOMATO SAUCE TAKE AWAY,DRY GOODS,pcs,400.0,870.0,993.0,foodstuffs,FG-25,FG-25,1,OK,
FGH-DRY-GOODS-194,TOMATOES,DRY GOODS,kg,870.0,90.0,610.0,foodstuffs,FG-85,FG-85,1,OK,
FGH-DRY-GOODS-195,TOOTHBRUSH,DRY GOODS,pcs,90.0,50.0,1000.0,foodstuffs,FG-408,FG-408 | FG-349,2,HIGH,"COST, RETAIL"
FGH-DRY-GOODS-196,TOOTHPASTE,DRY GOODS,pcs,30.0,50.0,1000.0,foodstuffs,FG-350,FG-350,1,OK,
FGH-DRY-GOODS-197,TOOTHPICKS,DRY GOODS,pkt,50.0,195.0,987.0,foodstuffs,FG-127,FG-127,1,OK,
FGH-DRY-GOODS-198,TUMBLERS,DRY GOODS,pcs,195.0,195.0,842.0,foodstuffs,FG-130,FG-130,1,OK,
FGH-DRY-GOODS-199,TURMERIC,DRY GOODS,pcs,124.0,176.0,984.0,foodstuffs,FG-54,FG-54,1,OK,
FGH-DRY-GOODS-200,U MIX,DRY GOODS,pcs,150.0,260.0,1000.0,foodstuffs,FG-398,FG-398,1,OK,
FGH-DRY-GOODS-201,VANILLA ESSENCE,DRY GOODS,pcs,260.0,130.0,999.0,foodstuffs,FG-394,FG-394,1,OK,
FGH-DRY-GOODS-202,VANILLA ICE CREAM,DRY GOODS,pkt,900.0,970.0,998.0,foodstuffs,FG-19,FG-19,1,OK,
FGH-DRY-GOODS-203,VIM,DRY GOODS,pcs,285.0,110.0,992.0,foodstuffs,FG-23,FG-23,1,OK,
FGH-DRY-GOODS-204,VINEGAR,DRY GOODS,pcs,380.0,380.0,997.0,foodstuffs,FG-126,FG-126,1,OK,
FGH-DRY-GOODS-205,WEETABIX,DRY GOODS,pkt,450.0,450.0,1000.0,foodstuffs,FG-110,FG-110,1,OK,
FGH-DRY-GOODS-206,WHISKY GLASS,DRY GOODS,pcs,100.0,100.0,556.0,foodstuffs,FG-141,FG-141,1,OK,
FGH-DRY-GOODS-207,WHITE BREAD,DRY GOODS,pcs,57.0,57.0,1000.0,foodstuffs,FG-112,FG-112,1,OK,
FGH-DRY-GOODS-208,WHITE CAP CRISPS,DRY GOODS,pcs,0,0,0,foodstuffs,MOG-BAR-0138,MOG-BAR-0138,1,OK,
FGH-DRY-GOODS-209,WHITE PEPPER,DRY GOODS,pcs,200.0,258.0,1000.0,foodstuffs,FG-123,FG-123,1,OK,
FGH-DRY-GOODS-210,WHOLEMEAL,DRY GOODS,pkt,265.0,265.0,1000.0,foodstuffs,FG-134,FG-134,1,OK,
FGH-DRY-GOODS-211,WINDOW CLEANER,DRY GOODS,pcs,255.0,230.0,1000.0,foodstuffs,FG-136,FG-136,1,OK,
FGH-DRY-GOODS-212,WINE GLASS,DRY GOODS,pcs,230.0,150.0,988.0,foodstuffs,FG-142,FG-142,1,OK,
FGH-DRY-GOODS-213,WIPEX,DRY GOODS,pcs,150.0,130.0,1000.0,foodstuffs,FG-101,FG-101,1,OK,
FGH-DRY-GOODS-214,YEAST,DRY GOODS,pcs,130.0,275.0,990.0,foodstuffs,FG-66,FG-66,1,OK,
FGH-DRY-GOODS-215,YELLOW BEANS,DRY GOODS,kg,97.71,70.0,972.0,foodstuffs,FG-164,FG-164,1,OK,
FGH-DRY-GOODS-216,ZESTAJAM,DRY GOODS,pcs,400.0,400.0,1000.0,foodstuffs,FG-158,FG-158,1,OK,
FGH-ENERGY-DRINKS-001,MONSTER,ENERGY DRINKS,pcs,202.0,202.0,12.0,bar_store,FG-219,FG-219,1,OK,
FGH-ENERGY-DRINKS-002,RED BULL,ENERGY DRINKS,can,181.0,181.0,996.0,bar_store,FGB-ENR-0001,FGB-ENR-0001 | FG-220,2,MEDIUM,"CATEGORY, NAME ALIAS"
FGH-GIN-001,GILBEYS 250ML,GIN,pcs,416.0,416.0,1.0,bar_store,FG-221,FGB-STK-GIN-0001 | FG-221,2,MEDIUM,"RETAIL, CATEGORY, NAME ALIAS"
FGH-GIN-002,GILBEYS 350ML,GIN,pcs,576.0,576.0,0,bar_store,FG-222,FGB-STK-GIN-0002 | FG-222,2,MEDIUM,"RETAIL, CATEGORY, NAME ALIAS"
FGH-GIN-003,GILBEYS 750ML,GIN,pcs,1240.0,1240.0,9.0,bar_store,FG-223,FGB-STK-GIN-0003 | FG-223,2,MEDIUM,"RETAIL, CATEGORY, NAME ALIAS"
FGH-GIN-004,GORDONS 1L,GIN,pcs,1850.0,2500.0,1000.0,bar_store,FG-224,MOG-BAR-0165 | FG-224,2,MEDIUM,"RETAIL, CATEGORY, NAME ALIAS"
FGH-GIN-005,GORDONS 350ML,GIN,pcs,1008.0,1008.0,17.0,bar_store,FG-225,MOG-BAR-0163 | FG-225,2,MEDIUM,"RETAIL, CATEGORY, NAME ALIAS"
FGH-GIN-006,GORDONS 750ML,GIN,pcs,2000.0,2000.0,19.0,bar_store,FG-314,FGB-STK-GIN-0005 | MOG-BAR-0164 | FG-314,3,MEDIUM,"RETAIL, CATEGORY, NAME ALIAS"
FGH-GIN-007,TANGUERAY 10YRS,GIN,pcs,3200.0,4500.0,1000.0,bar_store,FG-242,FG-242,1,OK,
FGH-GIN-008,TANGUERAY 750ML,GIN,pcs,4250.0,4250.0,1000.0,bar_store,FG-294,FG-294,1,OK,
FGH-GIN-009,TANQUERAY 1L,GIN,pcs,3167.0,3167.0,1000.0,bar_store,FG-405,FG-405,1,OK,
FGH-LIQUEURS-001,AMARULA 350ML,LIQUEURS,bottle,1173.0,1600.0,1000.0,bar_store,FGB-WIN-0008,FGB-WIN-0008,1,OK,
FGH-LIQUEURS-002,AMARULA CREAM 375ML,LIQUEURS,pcs,1173.0,1173.0,2.0,bar_store,FG-300,FGB-STK-CRM-0001 | FG-300,2,MEDIUM,"RETAIL, CATEGORY, NAME ALIAS"
FGH-LIQUEURS-003,AMARULA CREAM 750ML,LIQUEURS,bottle,2086.0,2500.0,996.0,bar_store,FGB-WIN-0009,FGB-STK-CRM-0002 | FGB-WIN-0009 | FG-301,3,MEDIUM,"RETAIL, CATEGORY, NAME ALIAS"
FGH-LIQUEURS-004,BAILEYS 350ML,LIQUEURS,pcs,1200.0,1200.0,2.0,bar_store,FG-302,FGB-STK-CRM-0004 | FG-302,2,MEDIUM,"RETAIL, CATEGORY, NAME ALIAS"
FGH-LIQUEURS-005,BAILEYS 750ML,LIQUEURS,pcs,2160.0,2160.0,2.0,bar_store,FG-303,FGB-STK-CRM-0005 | FG-303,2,MEDIUM,"RETAIL, CATEGORY"
FGH-LIQUEURS-006,BEST CREAM 750ML,LIQUEURS,pcs,1089.0,1089.0,2.0,bar_store,FG-244,FGB-STK-CRM-0003 | FG-244,2,MEDIUM,"RETAIL, CATEGORY, NAME ALIAS"
FGH-LIQUEURS-007,SHERIDANS,LIQUEURS,pcs,4500.0,4500.0,1000.0,bar_store,FG-319,FG-319,1,OK,
FGH-NON-CONSUMABLES-001,POOL TOKENS,NON CONSUMABLES,pcs,30.0,0,1000.0,non_consumables,FG-NC-002,FG-NC-002,1,OK,
FGH-PASTRY-001,BREAD 600GRAMS,PASTRY,loaf,0,0,1000.0,pastry,FG-PSTRY-015,FG-PSTRY-015,1,OK,
FGH-PASTRY-002,BREAD 700GRAMS,PASTRY,loaf,0,0,1000.0,pastry,FG-PSTRY-016,FG-PSTRY-016,1,OK,
FGH-PASTRY-003,BREAD ROLL,PASTRY,pcs,0,0,1000.0,pastry,FG-PSTRY-009,FG-PSTRY-009,1,OK,
FGH-SOFT-DRINKS-001,COKE ZERO,SOFT DRINKS,bottle,0,100.0,0,bar_store,FGB-STK-BEV-0003,FGB-STK-BEV-0003 | FG-445,2,MEDIUM,CATEGORY
FGH-SOFT-DRINKS-002,DASANI 1L,SOFT DRINKS,bottle,0,100.0,0,bar_store,FGB-STK-BEV-0006,FGB-STK-BEV-0006,1,OK,
FGH-SOFT-DRINKS-003,DASANI 500ML,SOFT DRINKS,bottle,0,50.0,0,bar_store,FGB-STK-BEV-0005,FGB-STK-BEV-0005 | MOG-BAR-0121,2,MEDIUM,NAME ALIAS
FGH-SOFT-DRINKS-004,DELMONTE,SOFT DRINKS,bottle,0,350.0,0,bar_store,FGB-STK-MIX-0007,FGB-STK-MIX-0007,1,OK,
FGH-SOFT-DRINKS-005,DELMONTE (MANGO BLEND),SOFT DRINKS,pcs,242.0,242.0,0,bar_store,FG-327,FG-327,1,OK,
FGH-SOFT-DRINKS-006,DELMONTE (MIXED BERRY BLEND),SOFT DRINKS,pcs,242.0,242.0,0,bar_store,FG-330,FG-330,1,OK,
FGH-SOFT-DRINKS-007,DELMONTE (PASSION BLEND),SOFT DRINKS,pcs,242.0,242.0,968.0,bar_store,FG-329,FG-329,1,OK,
FGH-SOFT-DRINKS-008,DELMONTE (PINEAPPLE BLEND),SOFT DRINKS,pcs,242.0,242.0,0,bar_store,FG-332,FG-332,1,OK,
FGH-SOFT-DRINKS-009,DELMONTE APPLE BLEND,SOFT DRINKS,pcs,1005.0,1005.0,3.0,bar_store,FG-328,FGH-BEV-DELMON-0001 | FG-328,2,MEDIUM,"CATEGORY, NAME ALIAS"
FGH-SOFT-DRINKS-010,DELMONTE TROPICAL BLEND),SOFT DRINKS,pcs,242.0,242.0,2.0,bar_store,FG-331,FG-331,1,OK,
FGH-SOFT-DRINKS-011,KERINGET WATER 1L,SOFT DRINKS,pcs,0,120.0,0,bar_store,MOG-BAR-0124,MOG-BAR-0124,1,OK,
FGH-SOFT-DRINKS-012,KERINGET WATER 500ML,SOFT DRINKS,pcs,0,70.0,0,bar_store,MOG-BAR-0123,MOG-BAR-0123,1,OK,
FGH-SOFT-DRINKS-013,LEMONADE,SOFT DRINKS,pcs,39.0,39.0,0,bar_store,FG-333,FG-333,1,OK,
FGH-SOFT-DRINKS-014,LIME LEMONADE,SOFT DRINKS,bottle,0,100.0,0,bar_store,FGB-STK-BEV-0011,FGB-STK-BEV-0011,1,OK,
FGH-SOFT-DRINKS-015,MINUTE MAID,SOFT DRINKS,bottle,0,100.0,0,bar_store,FGB-STK-BEV-0007,FGB-STK-BEV-0007 | FG-447,2,MEDIUM,CATEGORY
FGH-SOFT-DRINKS-016,NOVIDA,SOFT DRINKS,bottle,0,80.0,0,bar_store,FGB-STK-BEV-0004,FGB-STK-BEV-0004 | FG-446,2,MEDIUM,CATEGORY
FGH-SOFT-DRINKS-017,PREDATOR,SOFT DRINKS,bottle,0,100.0,0,bar_store,FGB-STK-BEV-0008,FGB-STK-BEV-0008 | FG-448,2,MEDIUM,CATEGORY
FGH-SOFT-DRINKS-018,SODA 300ML,SOFT DRINKS,pcs,31.0,31.0,954.0,bar_store,FG-420,FGB-STK-BEV-0001 | FG-420,2,HIGH,"RETAIL, CATEGORY"
FGH-SOFT-DRINKS-019,SODA 500ML,SOFT DRINKS,bottle,50.0,100.0,1000.0,bar_store,FGB-SDR-0001,FGB-SDR-0001 | FGB-STK-BEV-0002,2,LOW,
FGH-SOFT-DRINKS-020,SODA TAKE AWAY 500ML,SOFT DRINKS,pcs,60.0,60.0,1000.0,bar_store,FG-419,FG-419,1,OK,
FGH-SOFT-DRINKS-021,TAKE AWAY SODA,SOFT DRINKS,pcs,0,0,1000.0,bar_store,FG-415,FG-415,1,OK,
FGH-SOFT-DRINKS-022,TONIC SODA,SOFT DRINKS,bottle,0,120.0,0,bar_store,FGB-STK-BEV-0010,FGB-STK-BEV-0010 | FG-449,2,MEDIUM,CATEGORY
FGH-SOFT-DRINKS-023,WATER 10L,SOFT DRINKS,pcs,86.0,86.0,1000.0,bar_store,FG-421,FG-421,1,OK,
FGH-SOFT-DRINKS-024,WATER 1L,SOFT DRINKS,bottle,42.0,100.0,1000.0,bar_store,FGB-SDR-0002,FGB-SDR-0002 | FG-417,2,HIGH,"RETAIL, CATEGORY"
FGH-SOFT-DRINKS-025,WATER 500ML,SOFT DRINKS,pcs,21.0,41.0,1000.0,foodstuffs,FG-70,FG-70 | FG-418,2,HIGH,"CATEGORY, RETAIL"
FGH-SPIRITS-001,CAMINO,SPIRITS,bottle,2000.0,4000.0,1000.0,bar_store,FGB-OTH-0001,FGB-OTH-0001,1,OK,
FGH-SPIRITS-002,CAMINO BLANCO 750ML,SPIRITS,pcs,2100.0,2100.0,3.0,bar_store,FG-334,FG-334,1,OK,
FGH-SPIRITS-003,CAMINO REAL GOLD,SPIRITS,pcs,2300.0,2300.0,0,bar_store,FG-335,FG-335,1,OK,
FGH-SPIRITS-004,CAPTAIN MORGAN 250ML,SPIRITS,pcs,336.0,336.0,0,bar_store,FG-379,FG-379,1,OK,
FGH-SPIRITS-005,CAPTAIN MORGAN 750ML,SPIRITS,pcs,920.0,920.0,0,bar_store,FG-380,FG-380,1,OK,
FGH-SPIRITS-006,CAPTAIN MUCKPIT 250ML,SPIRITS,pcs,384.0,384.0,1000.0,foodstuffs,FG-412,FG-412,1,OK,
FGH-SPIRITS-007,CAPTAIN MUCKPIT 750ML,SPIRITS,pcs,1080.0,1080.0,1000.0,foodstuffs,FG-413,FG-413,1,OK,
FGH-SPIRITS-008,DON JOLUO ANEJO,SPIRITS,pcs,7167.0,7167.0,1000.0,bar_store,FG-254,FG-254,1,OK,
FGH-SPIRITS-009,DON JOLUO RPSDO,SPIRITS,pcs,5417.0,5417.0,1000.0,bar_store,FG-255,FG-255,1,OK,
FGH-SPIRITS-010,HUNTERS CHOICE 250ML,SPIRITS,bottle,306.0,306.0,994.0,bar_store,FGB-WHK-0019,FGB-WHK-0019 | FG-268,2,MEDIUM,"CATEGORY, NAME ALIAS"
FGH-SPIRITS-011,HUNTERS CHOICE 350ML,SPIRITS,bottle,443.0,443.0,999.0,bar_store,FGB-WHK-0020,FGB-WHK-0020 | FG-269,2,MEDIUM,"CATEGORY, NAME ALIAS"
FGH-SPIRITS-012,HUNTERS CHOICE 750ML,SPIRITS,bottle,938.0,938.0,1000.0,bar_store,FGB-WHK-0021,FGB-WHK-0021 | FG-270,2,MEDIUM,"CATEGORY, NAME ALIAS"
FGH-SPIRITS-013,JAGERMEISTER 1L,SPIRITS,pcs,3100.0,3100.0,1.0,bar_store,FG-336,FG-336,1,OK,
FGH-SPIRITS-014,JAGERMEISTER 700ML,SPIRITS,bottle,2200.0,4000.0,1000.0,bar_store,FGB-OTH-0002,FGB-STK-WIN-0010 | FGB-OTH-0002 | FG-337,3,HIGH,"RETAIL, CATEGORY, NAME ALIAS"
FGH-SPIRITS-015,KANE EXTRA 250ML,SPIRITS,pcs,250.0,350.0,1000.0,bar_store,FG-239,FG-239,1,OK,
FGH-SPIRITS-016,KANE EXTRA 750ML,SPIRITS,pcs,750.0,1000.0,1000.0,bar_store,FG-240,FG-240,1,OK,
FGH-SPIRITS-017,MALIBU,SPIRITS,pcs,1713.0,1713.0,1.0,bar_store,FG-286,FG-286,1,OK,
FGH-SPIRITS-018,MARTINI BIANCO,SPIRITS,pcs,2200.0,2200.0,1000.0,bar_store,FG-289,FG-289,1,OK,
FGH-SPIRITS-019,POPOV 250ML,SPIRITS,bottle,0,350.0,0,bar_store,FGB-STK-SPR-0004,FGB-STK-SPR-0004,1,OK,
FGH-SPIRITS-020,RICHOT 250ML,SPIRITS,pcs,416.0,416.0,3.0,bar_store,FG-226,FGB-STK-BRC-0005 | FG-226,2,MEDIUM,"RETAIL, CATEGORY, NAME ALIAS"
FGH-SPIRITS-021,RICHOT 350ML,SPIRITS,pcs,576.0,576.0,0,bar_store,FG-227,FGB-STK-BRC-0006 | FG-227,2,MEDIUM,"RETAIL, CATEGORY, NAME ALIAS"
FGH-SPIRITS-022,RICHOT 750ML,SPIRITS,pcs,1240.0,1240.0,0,bar_store,FG-228,FGB-STK-BRC-0007 | FG-228,2,MEDIUM,"RETAIL, CATEGORY"
FGH-SPIRITS-023,SOUTHERN COMFORT,SPIRITS,pcs,0,3200.0,0,bar_store,MOG-BAR-0180,MOG-BAR-0180,1,OK,
FGH-SPIRITS-024,SOUTHERN COMFORT 750ML,SPIRITS,pcs,1800.0,1800.0,1.0,bar_store,FG-293,FG-293,1,OK,
FGH-SPIRITS-025,V&A,SPIRITS,pcs,0,1200.0,0,bar_store,MOG-BAR-0281,MOG-BAR-0281,1,OK,
FGH-SPIRITS-026,V&A 250ML,SPIRITS,bottle,310.0,400.0,996.0,bar_store,FGB-WHK-0041,FGB-STK-CRM-0006 | FGB-WHK-0041 | FG-381,3,MEDIUM,"RETAIL, CATEGORY, NAME ALIAS"
